51.195527,3.195108
51.195541,3.195098
51.195633,3.195114
51.195430,3.194981
51.195568,3.195134
51.195575,3.195120
51.195600,3.195087
51.195554,3.195143
51.195553,3.195119
51.195547,3.195115
51.195548,3.195074
51.195561,3.195098
51.195561,3.195098
51.195561,3.195098
51.195561,3.195098
51.195561,3.195098
51.195561,3.195098
51.196213,3.194911
51.195889,3.196009
51.188429,3.200299
51.177433,3.201541
51.167447,3.210304
51.154579,3.211316
51.150820,3.220529
51.143527,3.243552
51.141466,3.250600
51.141466,3.250600
51.141466,3.250600
51.141466,3.250600
51.141466,3.250600
51.141466,3.250600
51.141466,3.250600
51.102539,3.270127
51.102506,3.270072
51.107961,3.275648
51.108290,3.276011
51.120482,3.269141
51.130087,3.261232
51.136510,3.253477
51.140383,3.249644
51.143442,3.244832
51.148672,3.226380
51.158261,3.214200
51.171226,3.207305
51.183442,3.202129
51.196085,3.196222
51.208946,3.191454
51.211298,3.199446
51.212900,3.201033
51.221339,3.199448
51.221994,3.191571
51.220968,3.196412
51.221012,3.196797
51.211768,3.195648
51.211180,3.190376
51.196964,3.195778
51.184070,3.202310
51.172270,3.206132
51.160139,3.213775
51.155594,3.211654
51.146795,3.231864
51.141757,3.249882
51.144201,3.246194
51.147875,3.242709
51.147490,3.233304
51.145700,3.231340
51.137450,3.227654
51.127235,3.223029
51.116932,3.218887
51.114303,3.219242
51.114311,3.219249
51.114334,3.219283
51.113982,3.219099
51.107697,3.221992
51.102142,3.226307
51.105881,3.239652
51.105443,3.254458
51.102922,3.265877
51.102787,3.270313
51.102611,3.270207
51.107987,3.275705
51.114278,3.277210
51.114278,3.277210
51.114278,3.277210
51.114278,3.277210
51.140130,3.249963
51.143698,3.243926
51.149164,3.224983
51.160305,3.214109
51.172781,3.205925
51.185394,3.202457
51.198188,3.195440
51.210293,3.190988
51.211278,3.200597
51.213495,3.201114
51.221350,3.199573
51.222178,3.193026
51.222571,3.192479
51.222589,3.192446
51.222595,3.192439
51.222582,3.192500
51.222570,3.192470
51.222588,3.192416
51.222603,3.192474
51.222614,3.192422
51.222573,3.192425
51.222585,3.192487
51.221155,3.191669
51.221435,3.191827
51.221132,3.193169
51.220037,3.200374
51.213518,3.200918
51.213032,3.191785
51.210878,3.190529
51.199379,3.194985
51.187070,3.201588
51.174931,3.203865
51.163463,3.213063
51.154371,3.209763
51.150272,3.221979
51.142786,3.246458
51.135860,3.271331
51.128891,3.296190
51.121950,3.321053
51.114974,3.345876
51.106894,3.369789
51.097743,3.392782
51.088656,3.415394
51.079803,3.437538
51.072581,3.462426
51.067311,3.486494
51.062154,3.511077
51.057272,3.536469
51.052180,3.561867
51.046693,3.587112
51.041070,3.613049
51.034294,3.638277
51.027137,3.663217
51.020066,3.688214
51.013851,3.713799
51.007292,3.739143
51.000743,3.764119
50.995035,3.785306
50.988403,3.804459
50.980138,3.822636
50.969644,3.843772
50.959889,3.867248
50.950238,3.890875
50.941364,3.912798
50.932072,3.935753
50.927178,3.960186
50.926328,3.976602
50.928356,3.987468
50.928214,4.010151
50.918163,4.032460
50.912120,4.058530
50.904397,4.083123
50.896315,4.107094
50.889173,4.131713
50.883718,4.157326
50.880421,4.183902
50.882808,4.210119
50.882446,4.236441
50.879927,4.257231
50.875282,4.276400
50.878173,4.278257
50.879718,4.280796
50.881053,4.282975
50.882499,4.285036
50.885783,4.289251
50.891469,4.300416
50.896906,4.319383
50.908331,4.335237
50.917245,4.354476
50.915523,4.378009
50.911550,4.400654
50.914076,4.415913
50.909606,4.428799
50.896953,4.444795
50.894841,4.449525
50.887735,4.457457
50.883853,4.460219
50.877346,4.462970
50.868255,4.466290
50.869327,4.482895
50.869323,4.509149
50.869332,4.536824
50.868356,4.563354
50.864426,4.589439
50.860316,4.615977
50.856664,4.642510
50.850613,4.668075
50.845997,4.694231
50.844554,4.720776
50.841507,4.747735
50.835762,4.773333
50.830014,4.798952
50.824250,4.824608
50.817219,4.849317
50.806783,4.870978
50.796082,4.892831
50.785426,4.914168
50.772467,4.931878
50.758078,4.946835
50.753196,4.951585
50.753241,4.951612
50.753164,4.951567
50.753158,4.951566
50.753191,4.951582
50.753205,4.951570
50.753205,4.951557
50.753196,4.951553
50.753234,4.951528
50.753217,4.951543
50.753180,4.951559
50.753201,4.951580
50.753265,4.951562
50.753169,4.951596
50.750254,4.954893
50.737255,4.968545
50.724970,4.986405
50.718046,5.011620
50.716985,5.039322
50.714922,5.066852
50.710233,5.094217
50.705404,5.121356
50.700789,5.148572
50.699499,5.175685
50.702118,5.203118
50.705454,5.230426
50.706722,5.258041
50.704960,5.285656
50.703372,5.313307
50.701749,5.340975
50.698410,5.368190
50.692497,5.394389
50.686559,5.420554
50.680644,5.446349
50.679530,5.451289
50.679530,5.451289
50.669950,5.512360
50.671504,5.533274
50.673489,5.555074
50.676836,5.579315
50.683751,5.600780
50.689182,5.623712
50.684983,5.644154
50.678077,5.667141
50.669435,5.687433
50.658499,5.703978
50.645902,5.722856
50.636279,5.744146
50.634225,5.770811
50.634383,5.797391
50.635419,5.823674
50.638939,5.850819
50.642558,5.878164
50.646396,5.905465
50.649797,5.932861
50.648058,5.960672
50.646979,5.987132
50.648940,6.001667
50.644710,6.008131
50.640916,6.013802
50.638103,6.018181
50.636068,6.021356
50.633070,6.025892
50.630941,6.023803
50.626489,6.027872
50.624118,6.033958
50.621717,6.040444
50.618779,6.046650
50.614652,6.054870
50.610094,6.065724
50.606173,6.080780
50.601946,6.096940
50.601946,6.096940
50.588843,6.124733
50.583224,6.136758
50.577199,6.150415
50.571561,6.163244
50.567986,6.179246
50.564566,6.197684
50.563753,6.213514
50.568000,6.221248
50.569048,6.227992
50.564124,6.235874
50.561241,6.233939
50.562445,6.234292
50.563596,6.235407
50.567205,6.239172
50.563955,6.238266
50.558896,6.236989
50.558883,6.236941
50.558923,6.236963
50.557051,6.238160
50.554493,6.231660
50.552114,6.234316
50.552797,6.238681
50.552640,6.238383
50.552622,6.238357
50.552626,6.238330
50.552668,6.238126
50.767819,6.013971
50.769923,6.016260
50.772354,6.018089
50.771820,6.022157
50.769639,6.031965
50.769871,6.039817
50.769367,6.046326
50.769351,6.047394
50.769523,6.049371
50.768982,6.053650
50.768950,6.057484
50.774952,6.057578
50.780307,6.056659
50.787961,6.052035
50.792585,6.067393
50.801356,6.074829
50.805002,6.075741
50.805327,6.075754
50.805691,6.075793
50.806222,6.066650
50.808136,6.042664
50.818721,6.024918
50.831005,6.012449
50.841769,5.997729
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.850195,5.979352
50.967246,5.789492
50.963606,5.766466
50.958825,5.754920
50.952598,5.736892
50.951750,5.716328
50.953539,5.693163
50.955342,5.669685
50.959552,5.647077
50.962204,5.623793
50.965504,5.600801
50.970498,5.577288
50.976085,5.552315
50.983575,5.528658
50.991141,5.505089
50.997963,5.481029
51.003106,5.455957
51.008040,5.431197
51.012265,5.406629
51.012441,5.380409
51.012269,5.354621
51.012166,5.328702
51.009391,5.304704
51.005365,5.279286
51.002680,5.253400
51.000011,5.227518
50.997201,5.201706
50.990981,5.177434
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.983711,5.154855
50.960275,4.892207
50.962025,4.865909
50.964449,4.839294
50.960013,4.813552
50.950597,4.790603
50.943626,4.765292
50.932999,4.744466
50.919361,4.728658
50.905725,4.712309
50.895526,4.691198
50.884105,4.672556
50.873669,4.655799
50.868385,4.653316
50.859615,4.622253
50.863355,4.596920
50.867517,4.571117
50.869411,4.544728
50.869471,4.519547
50.869538,4.513174
50.869523,4.512477
50.869492,4.511808
50.869519,4.510960
50.869462,4.510353
50.869504,4.509903
50.869519,4.509428
50.869541,4.508557
50.869522,4.507572
50.869508,4.507146
50.869505,4.506438
50.869516,4.505995
50.869513,4.505307
50.869506,4.504862
50.869521,4.504333
50.869510,4.503833
50.869514,4.503221
50.869487,4.502853
50.869505,4.502134
50.869507,4.501746
50.869509,4.501080
50.869501,4.500452
50.869504,4.500082
50.869509,4.499670
50.869516,4.499328
50.869508,4.498249
50.869520,4.497571
50.869513,4.496821
50.869508,4.495743
50.869506,4.494721
50.869506,4.492491
